1.563018733784049452e+01,2.225397487544458208e-01,1.118888478078553100e-01,7.500508019530253978e-02,5.656309591658443409e-02,4.549782497224575534e-02,3.812091069450009029e-02,3.285162879942910702e-02,2.889961714191124562e-02,2.582578564481904232e-02,2.336668025882941355e-02,2.135464840914306009e-02,1.967792171156737199e-02,1.825912205426154233e-02,1.704297935733632696e-02,1.598896222883105719e-02,1.506667212479204272e-02,1.425286309984320765e-02,1.352945497424486859e-02,1.288217392188782326e-02,3.142267415610325854e-01
1.058826736214921072e+00,1.501375483625311670e-04,1.501310379646046212e-04,1.501245275694871890e-04,1.501180171771787620e-04,1.501115067876795028e-04,1.501049964009892488e-04,1.500984860171081627e-04,1.500919756360361360e-04,1.500854652577732228e-04,1.500789548823193149e-04,1.500724445096745477e-04,1.500659341398387857e-04,1.500594237728121645e-04,1.500529134085946026e-04,1.500464030471861544e-04,1.500398926885867655e-04,1.500333823327964903e-04,1.500268719798152745e-04,7.501018081482155905e-05,0.000000000000000000e+00
5.260103628596430880e-01,1.501310379646046483e-04,1.501252509482050364e-04,1.501194639338342108e-04,1.501136769214921442e-04,1.501078899111788910e-04,1.501021029028943698e-04,1.500963158966386619e-04,1.500905288924117944e-04,1.500847418902136860e-04,1.500789548900443096e-04,1.500731678919037736e-04,1.500673808957919426e-04,1.500615939017089248e-04,1.500558069096546662e-04,1.500500199196292479e-04,1.500442329316325617e-04,1.500384459456646888e-04,7.501632948086280105e-05,0.000000000000000000e+00,0.000000000000000000e+00
3.485184750247962704e-01,1.501245275694871348e-04,1.501194639338341566e-04,1.501144002995214962e-04,1.501093366665490723e-04,1.501042730349169392e-04,1.500992094046250426e-04,1.500941457756735180e-04,1.500890821480621758e-04,1.500840185217912055e-04,1.500789548968604447e-04,1.500738912732700288e-04,1.500688276510198224e-04,1.500637640301099066e-04,1.500587004105402816e-04,1.500536367923109744e-04,1.500485731754219580e-04,7.502175477993658901e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.598541635685671092e-01,1.501180171771787620e-04,1.501136769214921171e-04,1.501093366665490452e-04,1.501049964123495463e-04,1.501006561588936474e-04,1.500963159061812673e-04,1.500919756542125414e-04,1.500876354029873614e-04,1.500832951525057815e-04,1.500789549027677474e-04,1.500746146537733404e-04,1.500702744055224793e-04,1.500659341580152183e-04,1.500615939112515031e-04,1.500572536652313880e-04,7.502645670997742293e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.067181183256327770e-01,1.501115067876794757e-04,1.501078899111788368e-04,1.501042730349168850e-04,1.501006561588936203e-04,1.500970392831090156e-04,1.500934224075630981e-04,1.500898055322558676e-04,1.500861886571873242e-04,1.500825717823574680e-04,1.500789549077662175e-04,1.500753380334137626e-04,1.500717211592998864e-04,1.500681042854247514e-04,1.500644874117882765e-04,7.503043526919524436e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.713439614467322791e-01,1.501049964009892217e-04,1.501021029028942885e-04,1.500992094046249884e-04,1.500963159061812131e-04,1.500934224075630439e-04,1.500905289087704536e-04,1.500876354098034694e-04,1.500847419106620371e-04,1.500818484113462109e-04,1.500789549118559094e-04,1.500760614121912683e-04,1.500731679123521248e-04,1.500702744123385874e-04,7.503369045607530090e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.461175807382193159e-01,1.500984860171080814e-04,1.500963158966386077e-04,1.500941457756734096e-04,1.500919756542124872e-04,1.500898055322558134e-04,1.500876354098034423e-04,1.500854652868553740e-04,1.500832951634115272e-04,1.500811250394720644e-04,1.500789549150367689e-04,1.500767847901058303e-04,1.500746146646791132e-04,7.503622226937836301e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.272319630015958380e-01,1.500919756360360275e-04,1.500905288924116860e-04,1.500890821480621216e-04,1.500876354029873072e-04,1.500861886571872700e-04,1.500847419106620100e-04,1.500832951634115272e-04,1.500818484154358757e-04,1.500804016667350014e-04,1.500789549173087959e-04,1.500775081671575030e-04,7.503803070814043944e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125721384841389811e-01,1.500854652577730873e-04,1.500847418902135505e-04,1.500840185217910971e-04,1.500832951525057002e-04,1.500825717823574138e-04,1.500818484113461567e-04,1.500811250394720373e-04,1.500804016667349472e-04,1.500796782931349948e-04,1.500789549186720446e-04,7.503911577167312957e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.008691586628425729e-01,1.500789548823192065e-04,1.500789548900442012e-04,1.500789548968603905e-04,1.500789549027676932e-04,1.500789549077661904e-04,1.500789549118558823e-04,1.500789549150367418e-04,1.500789549173087959e-04,1.500789549186720988e-04,7.503947745956321685e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.131554069500673332e-02,1.500724445096744122e-04,1.500731678919036381e-04,1.500738912732699204e-04,1.500746146537732320e-04,1.500753380334136542e-04,1.500760614121911599e-04,1.500767847901058032e-04,1.500775081671574488e-04,7.503911577167312957e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.337298964658729217e-02,1.500659341398387044e-04,1.500673808957918342e-04,1.500688276510197140e-04,1.500702744055223980e-04,1.500717211592998593e-04,1.500731679123520706e-04,1.500746146646791132e-04,7.503803070814043944e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.666886431027003512e-02,1.500594237728121103e-04,1.500615939017088435e-04,1.500637640301098795e-04,1.500659341580151370e-04,1.500681042854246972e-04,1.500702744123385331e-04,7.503622226937836301e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.093701481839848055e-02,1.500529134085945484e-04,1.500558069096546120e-04,1.500587004105402545e-04,1.500615939112514489e-04,1.500644874117882223e-04,7.503369045607530090e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.598228521314850048e-02,1.500464030471861273e-04,1.500500199196292479e-04,1.500536367923109744e-04,1.500572536652313880e-04,7.503043526919524436e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
