20	20	5179.1803631495695	-1422.6860178726624	1206702.934807523	250534.59089656398	1868239.7701764926	nan	nan	nan	nan	
20	20	5178.771739260705	-1422.684849374124	1206772.2377454785	250539.2303033808	1868262.6139058548	nan	nan	nan	nan	
20	20	5178.511322229651	-1422.6829654822163	1206631.3982751893	250579.64553146547	1868755.8759523588	nan	nan	nan	nan	
20	20	5176.701725699707	-1422.6776054925651	1206308.5235749625	250757.1279699204	1870324.7943665413	nan	nan	nan	nan	
20	20	5178.701286807694	-1422.6829281361677	1206441.0164059298	250661.7979800109	1868867.2856186547	nan	nan	nan	nan	
20	20	5177.518092861148	-1422.679557272817	1206622.3519589158	250620.7562563845	1869304.0611005141	nan	nan	nan	nan	
20	20	5173.222520383823	-1422.6726292780427	1207627.8209480594	250650.72294562467	1868624.449339185	nan	nan	nan	nan	
20	20	5178.37477363644	-1422.6835701706873	1206814.9781145246	250539.22701723356	1868400.563970205	nan	nan	nan	nan	
20	20	5161.235057384694	-1422.6528489806997	1208659.0130253227	250920.1635830747	1872263.116024123	nan	nan	nan	nan	
20	20	5176.697725772119	-1422.6794223819252	1206820.1889113963	250528.6769316108	1869689.587936818	nan	nan	nan	nan	
