split_mig	20	980.1320829646643	-890.7126719251324	1183792.9661544168	269419.39724131714	4242166.771360519	2.381019950007677e-08	7241.423984464096	4313.3676621721215	nan	7.207328827255414e-10	nan	
split_mig	20	719.4098458954118	-180462.47720385305	1542830.2122444115	834112.1636316809	2017852.5343043979	1.5125433321725065e-05	nan	nan	20853.345501256674	nan	2.1125707446843577e-05	
split_mig	20	1149.552152888173	-22535.063601846727	941214.1603726043	608026.3173236488	3824063.4375636945	2.760111153433636e-07	9665.330082580784	5249.904511802603	75893.60644042237	2.3166570199908246e-09	3.0586774657950655e-05	
split_mig	20	542.1862194631237	-178258.4057417106	1074476.4160229475	985568.6316063224	2313315.2162747295	1.4613414130620154e-05	nan	nan	29964.903039620047	nan	2.227733252725666e-05	
split_mig	20	1135.4554875016793	-8840.841579552092	2118442.3673595404	174552.852558894	2787023.1505288617	1.655884472507662e-07	44509.608009943964	3563.6672923292404	62580.8133174043	2.5393206887628454e-09	1.9304545964126122e-05	
split_mig	20	4912.412415789497	-10711.957182163733	1463972.2175579963	14183.281053140037	2326693.800501406	4.670727442572441e-11	nan	224.92627414314035	nan	2.4041206267357287e-12	nan	
split_mig	20	934.2783840859105	-685.7125035062015	1305049.8207640743	211901.2254114421	4100766.724275008	1.8824555175093842e-08	3584.9455035549418	3232.115306322042	nan	5.986089323989087e-10	nan	
split_mig	20	935.0499306059651	-685.8480916011225	1302084.8282686211	214358.52890686528	4098846.5908485726	1.8876796239296617e-08	3539.466875658505	3265.1664091749244	nan	6.00405800722319e-10	nan	
split_mig	20	935.1974857418976	-685.8183280137958	1303350.2866302233	212584.02536672325	4101332.8595199753	1.855075727659468e-08	3519.650627748819	3239.228016547622	nan	5.913563401170609e-10	nan	
split_mig	20	938.2840699072235	-685.7974291591265	1304093.4739778533	212627.09451133554	4097570.2043156335	1.859758757435363e-08	3406.951222765565	3237.815709727568	nan	5.929882398517297e-10	nan	
split_mig	3	959.3185227526368	-274.6577425399922	1221360.1484264932	236088.7443663496	3881570.0713165966	1.3363824015850814e-08	nan	5094.628923068209	nan	1.1462031331567209e-09	nan	
split_mig	3	1522.722100324211	-11420.86691188925	2026219.3940908387	76892.52128789978	4723867.487076369	1.3052875922177088e-06	nan	1375.3323846781652	181583.36606748725	1.709682013078766e-08	2.7100139555238566e-05	
split_mig	3	698.0413141528721	-16811.420899477103	1310794.174660199	660693.2686061922	2193382.1181053706	3.4570712823016527e-06	53092.72685900014	nan	75869.75073460967	1.4956419835277483e-07	8.536300133399524e-05	
split_mig	3	1325.989655763452	-17904.366088459345	200170.8748127687	1973730.924340122	4358717.788527315	6.534490701655147e-06	2551.768914280948	nan	153590.611802557	8.192080413740435e-08	4.816427080600638e-05	
split_mig	3	2274.379980297418	-11067.899433866058	1465328.865223328	77025.71402040907	9552913.256450765	1.5103516671687388e-06	nan	1480.9775028240804	3556955.5512036383	1.5317503128068466e-08	nan	
split_mig	10	936.5976589855942	-302.2217563738127	1228160.1802823418	210938.73482210241	4107674.61939514	1.8694475640013662e-08	8736.142172664131	3808.6189125259293	nan	6.97986513065801e-10	nan	
split_mig	10	945.1269962983398	-312.1539413095288	1247576.605825549	198473.31517138184	4118862.617468925	2.1658692445319383e-08	9618.739269981672	3621.2244411444494	nan	7.77143026994929e-10	nan	
split_mig	10	938.192554958131	-302.2327183359464	1228088.997765286	210956.21991565943	4107078.5467825322	1.869923036840635e-08	8733.643892883629	3808.8738055197728	nan	6.981783768391609e-10	nan	
split_mig	10	838.6398374160813	-88276.97453776444	1040401.0452964106	1365997.3667524937	1986608.7162064994	8.064554649400767e-06	nan	nan	20083.637882745283	nan	1.9504570412447407e-05	
split_mig	10	891.3618406187352	-94320.85752066951	845214.8842935339	1414886.3088757894	1862684.9644883173	2.143944570444353e-05	nan	nan	18884.297972878343	nan	nan	
split_mig	30	766.8451714175267	-282616.0457138404	968914.6246853446	1659611.8646342927	1568230.3680850773	2.5151379534640542e-05	nan	nan	12121.352192957964	nan	1.9469726810538186e-05	
split_mig	30	941.7810485419368	-1088.6527695298014	1337451.617874048	223146.53936472765	4116670.630149375	2.3537414210332456e-08	nan	3121.240174468007	nan	6.725904627906294e-10	nan	
split_mig	30	940.9713776797489	-1049.9018308730988	1347728.7310498073	215348.4988288399	4097298.7645128556	1.8687216885008793e-08	nan	2972.405926135031	nan	5.477942066456683e-10	nan	
split_mig	30	1003.8521926277849	-38911.744054513554	575020.0242026885	987934.7930035566	4119648.328679296	3.270386115522084e-07	3282.912804976814	7671.42587088996	nan	4.533535802737201e-09	8.485471745223896e-06	
split_mig	30	3404.8107160870404	-82064.625153997	1626007.3326729757	1111059.2377119954	634993.1698937134	4.836957494467116e-07	6397.756549664028	5236.806600483639	1853.6932081321804	7.751130726938112e-09	3.335078538057289e-05	
split_mig	50	1018.5196759920951	-2309.042223364286	1298238.656194567	292210.53513846995	4138658.229926292	3.1898269288932886e-08	nan	3355.757754404264	nan	8.670152195513366e-10	nan	
split_mig	50	933.2384008316473	-1692.9495721539183	1397573.2405713212	223205.17755990598	4093136.6938805534	1.8635088418718677e-08	nan	2698.477983577334	nan	4.963112681582692e-10	nan	
split_mig	50	937.6926733215514	-1693.0317705116754	1396215.1851384754	223576.74536186966	4094795.36168861	1.8633514307631633e-08	nan	2703.950590213587	nan	4.961620273982398e-10	nan	
split_mig	50	1081.7782369343279	-4079.0028697848775	1255879.8395021919	291635.14640787634	4456850.162840228	6.291542510206726e-08	14621.289169711568	6276.837458849615	nan	2.437976684015597e-09	nan	
split_mig	50	1032.105596736452	-1695.0689679511672	1397795.2318153125	222818.5972503222	4051313.4493802497	1.909466416340594e-08	nan	2660.55043947421	nan	5.094498115142055e-10	nan	
split_mig	50	4259.165452419267	-47378.691292429816	3829491.2886682064	60827.778712058214	13782513.536268938	1.2512285937259966e-06	nan	369.3691870497184	nan	nan	nan	
split_mig	50	934.2159461401584	-1693.0358564770788	1395493.7979535498	224470.26415316318	4093366.064051357	1.842142024428432e-08	nan	2707.480995701615	nan	4.912146455701407e-10	nan	
split_mig	50	933.5300109236207	-1692.9579195548172	1397268.2165792782	223124.3942978797	4094607.239394879	1.8593126091030697e-08	nan	2699.4094109214993	nan	4.951856135969251e-10	nan	
split_mig	100	889.5029160394041	-30335.78313039201	1427115.081150284	404986.2018710131	3460624.8730752743	2.4627224842594057e-07	12364.54349980122	3581.6885992725884	72748.79144987275	5.294709930662182e-10	2.537342852672136e-05	
split_mig	100	947.1522992945212	-3051.9493036968574	1454471.8269525978	232483.75980738818	4111525.434970792	2.4480709536473673e-08	nan	2183.768876033788	nan	5.662728046549689e-10	nan	
split_mig	100	217773.01099158995	-14138.068932678978	697209.9288464267	349783.3723126962	50385799.30747836	1.040745472213404e-07	5913.250611265533	7612.503393571569	nan	1.0391485217347939e-09	4.081172953906048e-05	
split_mig	100	933.4109540547736	-2973.9322692069945	1448744.517096664	236559.5378243063	4096170.6769685387	1.8620143373756626e-08	nan	2127.9138157434054	nan	4.3334945646102917e-10	nan	
split_mig	5	2945.710768364319	-21430.477362590027	43434.51815876402	521472.14581863856	12486957.39292445	1.0251885032184997e-07	435.93421523853567	nan	nan	nan	nan	
split_mig	5	4107.351976259588	-12276.929302468354	192465.00858543505	744776.3678595267	17821156.442933314	2.1168818059342837e-07	1981.7365520871695	nan	nan	2.0204722447142704e-09	nan	
split_mig	5	6158.777171657972	-5337.287298528478	253892.18677761764	270958.8401784479	12938352.675284078	1.0693196385839443e-07	2722.207436990466	7447.420407229584	nan	1.3696834960644625e-09	3.947935672039147e-05	
split_mig	5	941.1691574199224	-140.3159769275153	1167590.9703862828	204596.60117500505	4090745.662549162	1.2665603976446572e-08	10841.114762148944	4307.148990619309	nan	6.696663503975668e-10	nan	
split_mig	5	1179.3615668661407	-118.78996684326125	1159057.2649738414	214961.7862080741	4001166.3150271815	1.8147170929177943e-08	12213.989562603136	4651.768780370458	nan	8.472746328146426e-10	nan	
split_mig	40	945.7785054702598	-1385.9637222776971	1376341.1487998771	221364.32700362944	4077859.5456685955	1.7764770946202473e-08	nan	2808.926424699516	nan	4.969481791508861e-10	nan	
split_mig	40	678.6487952278283	-374944.56566151336	1233969.2792838698	1205375.196149144	1580930.0333795964	2.9502901042418977e-05	nan	nan	11767.957672543133	nan	1.9689968700108098e-05	
split_mig	40	938.4418541259136	-1384.6187454180345	1376337.6709527688	220063.19929754274	4092141.8468519207	1.8613036865084613e-08	nan	2816.564351845672	nan	5.16905844026826e-10	nan	
split_mig	40	1122.7436547759341	-48363.58362697603	659440.5844673198	935715.069258944	3970107.066323308	3.901212164583093e-07	nan	1244.8674216670427	nan	2.2638659681296876e-09	2.392694426573048e-05	
split_mig	40	940.4085636035909	-1384.6593622076596	1376341.932169336	220511.47060616175	4089217.6262917137	1.871840458885395e-08	nan	2818.6645014638743	nan	5.197743370302862e-10	nan	
