split_no_mig	20	5179.1803631495695	-1422.6860178726624	1206702.934807523	250534.59089656398	1868239.7701764926	nan	nan	nan	nan	
split_no_mig	20	5178.771739260705	-1422.684849374124	1206772.2377454785	250539.2303033808	1868262.6139058548	nan	nan	nan	nan	
split_no_mig	20	5178.511322229651	-1422.6829654822163	1206631.3982751893	250579.64553146547	1868755.8759523588	nan	nan	nan	nan	
split_no_mig	20	5176.701725699707	-1422.6776054925651	1206308.5235749625	250757.1279699204	1870324.7943665413	nan	nan	nan	nan	
split_no_mig	20	5178.701286807694	-1422.6829281361677	1206441.0164059298	250661.7979800109	1868867.2856186547	nan	nan	nan	nan	
split_no_mig	20	5177.518092861148	-1422.679557272817	1206622.3519589158	250620.7562563845	1869304.0611005141	nan	nan	nan	nan	
split_no_mig	20	5173.222520383823	-1422.6726292780427	1207627.8209480594	250650.72294562467	1868624.449339185	nan	nan	nan	nan	
split_no_mig	20	5178.37477363644	-1422.6835701706873	1206814.9781145246	250539.22701723356	1868400.563970205	nan	nan	nan	nan	
split_no_mig	20	5161.235057384694	-1422.6528489806997	1208659.0130253227	250920.1635830747	1872263.116024123	nan	nan	nan	nan	
split_no_mig	20	5176.697725772119	-1422.6794223819252	1206820.1889113963	250528.6769316108	1869689.587936818	nan	nan	nan	nan	
split_no_mig	5	11114.843961875844	-2079.5855529125515	718.9576354815784	258.941275984544	1131.5425589488168	nan	nan	nan	nan	
split_no_mig	3	705.4178654643931	-3618.2073474671056	1458066.804742335	916758.5206465784	3055840.829043808	18253.925843612018	nan	nan	nan	
split_no_mig	3	5936.336503574661	-101.66581444080495	857603.5557323599	228260.51861216352	1705300.7889317118	nan	nan	nan	nan	
split_no_mig	10	5259.266382038468	-689.213848082497	1084466.8455795438	247387.724969717	1926379.7170845666	nan	nan	nan	nan	
split_no_mig	5	1012.163657584244	-3086.2518539281136	1972055.2866523094	506534.8075593385	2714274.1929496885	nan	nan	nan	nan	
split_no_mig	3	5940.266393710351	-101.66859244896344	857726.0671558329	228199.9958471123	1702406.221750984	nan	nan	nan	nan	
split_no_mig	5	1051.1302525050442	-3101.0212919768223	1426123.6777954432	629779.3965154428	2864154.8999472493	nan	nan	nan	nan	
split_no_mig	10	5252.692841778274	-689.1996024544509	1084688.3647682564	247711.68880396007	1929096.633474153	nan	nan	nan	nan	
split_no_mig	3	5940.836990627573	-101.66974817598404	857650.4760937784	228153.95399879228	1702251.153956969	nan	nan	nan	nan	
split_no_mig	30	5177.629938606732	-2059.9297246466435	1274043.5587443751	252692.4111474144	1810322.8718471543	nan	nan	nan	nan	
split_no_mig	5	5508.916590267474	-275.26942261282403	960548.6167898948	241187.2612959084	1878993.334782447	nan	nan	nan	nan	
split_no_mig	3	771.2814457038413	-4537.989273249861	626780.5577026815	1349208.3884305214	3340702.024837834	7759.663922901196	nan	36047.36169170196	1.8907056975790575e-05	
split_no_mig	5	644.9812926624741	-6176.992693536571	1213101.45047956	1012821.6234509381	2773426.109111094	15319.96672468136	nan	nan	nan	
split_no_mig	10	5260.411071957277	-689.2150968124924	1083891.8242294774	247477.00842542222	1926897.0566682573	nan	nan	nan	nan	
split_no_mig	50	5222.873201245156	-3147.0414029085396	1348985.844027899	255333.19701293597	1724623.733931097	nan	nan	nan	nan	
split_no_mig	10	5260.516503357822	-689.2160071747409	1083947.3347169	247495.38179596516	1926562.0079587756	nan	nan	nan	nan	
split_no_mig	10	5262.931343378909	-689.2224814142502	1083900.1483659432	247278.27507413863	1925908.3244208065	nan	nan	nan	nan	
split_no_mig	40	5195.844087361533	-2628.782978936429	1318315.6233796482	254092.03587841897	1762870.7039682658	nan	nan	nan	nan	
split_no_mig	40	5197.377977193762	-2628.785159021726	1317905.3065181733	254134.06749846847	1763209.9946403918	nan	nan	nan	nan	
split_no_mig	30	5177.759981405861	-2059.930714138045	1274160.109307208	252592.73193342105	1810350.3586166867	nan	nan	nan	nan	
split_no_mig	75	5276.127016262538	-4292.918282051523	1400081.310768406	257380.35829296862	1651439.0673136932	nan	nan	nan	nan	
split_no_mig	50	5222.800142552452	-3147.041095756409	1348991.7713171884	255335.11020030166	1724639.2127730146	nan	nan	nan	nan	
split_no_mig	30	5176.796565308824	-2059.9256101644214	1274023.8104003973	252694.45737337944	1811008.5278249907	nan	nan	nan	nan	
split_no_mig	40	5197.440894253574	-2628.785044768465	1317860.4680185004	254132.25570016046	1763364.462193267	nan	nan	nan	nan	
split_no_mig	50	5222.858259956463	-3147.039682306254	1348796.9705013996	255432.27383551103	1724828.1892873738	nan	nan	nan	nan	
split_no_mig	40	5196.967966296139	-2628.7829834013846	1317887.1626132878	254164.56421014268	1763400.1769409114	nan	nan	nan	nan	
split_no_mig	100	558.1606585908536	-20084.847309231132	971170.2527399941	1009644.6265843841	2395556.741662656	4601.442680826449	nan	nan	nan	
